author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_month;commissions;district;street;house_number;underground
Ай Кью Проекты;real_estate_agent;https://www.cian.ru/rent/flat/313096704/;Москва;rent;flat;8;15;-1;33.0;80000;0;Хорошевский;Ходынский бульвар;20А;ЦСКА
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313301636/;Москва;rent;flat;5;33;2;61.0;80000;0;Метрогородок;Открытое шоссе;18Ак2;Бульвар Рокоссовского
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312506437/;Москва;rent;flat;16;17;1;27.2;80200;0;Очаково-Матвеевское;Очаковское шоссе;5к1;Аминьевская
EstateLiga;real_estate_agent;https://www.cian.ru/rent/flat/312379717/;Москва;rent;flat;21;51;1;30.0;80000;0;Пресненский;Шмитовский проезд;39к1;Шелепиха
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312167127/;Москва;rent;flat;19;33;1;34.0;80000;0;Очаково-Матвеевское;Очаковское шоссе;5к2;Аминьевская
Славянка - офис Северо-Запад;real_estate_agent;https://www.cian.ru/rent/flat/311746630/;Москва;rent;flat;5;8;2;60.0;80000;0;Сокол;Новопесчаная ;26;Зорге
Ксения Куксгаус;realtor;https://www.cian.ru/rent/flat/208050503/;Москва;rent;flat;11;14;-1;33.0;80000;0;Хорошевский;Ходынский бульвар;20А;ЦСКА
ID 72464972;homeowner;https://www.cian.ru/rent/flat/313824784/;Москва;rent;flat;5;5;2;42.0;80000;0;Пресненский; 1905 года;16;Улица 1905 года
Евгений Петров;realtor;https://www.cian.ru/rent/flat/313605896/;Москва;rent;flat;2;16;2;60.0;80000;0;Очаково-Матвеевское;Веерная ;42К1;Матвеевская
ID 109317689;homeowner;https://www.cian.ru/rent/flat/313965644/;Москва;rent;flat;4;17;1;38.0;80000;0;Филевский парк;Филевский бульвар;40;Мнёвники
ID 117070079;homeowner;https://www.cian.ru/rent/flat/306105725/;Москва;rent;flat;5;12;3;66.6;80000;0;Южное Медведково;проезд Дежнева;17;Бабушкинская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313169910/;Москва;rent;flat;33;33;1;27.3;81200;0;Очаково-Матвеевское;Очаковское шоссе;5к4;Аминьевская
Макспол Парк Культуры;real_estate_agent;https://www.cian.ru/rent/flat/313996313/;Москва;rent;flat;8;24;3;56.2;82000;0;Нижегородский;Новохохловская ;15к1;Новохохловская
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313926049/;Москва;rent;flat;17;25;1;37.7;83300;0;Западное Дегунино;Дмитровское шоссе;71А;Верхние Лихоборы
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312255658/;Москва;rent;flat;28;33;1;26.5;83300;0;Западное Дегунино;Ильменский проезд;14к3;Селигерская
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312939581/;Москва;rent;flat;3;9;1;41.0;83300;0;;бульвар Андрея Тарковского;5;Рассказовка
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313254673/;Москва;rent;flat;32;33;1;32.0;83300;0;Очаково-Матвеевское;Очаковское шоссе;5к4;Аминьевская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313287053/;Москва;rent;flat;18;33;2;48.6;83300;0;Нижегородский;Новохохловская ;15к3;Калитники
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312971987/;Москва;rent;flat;11;33;1;41.0;83300;0;Очаково-Матвеевское;Озерная ;44;Озёрная
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311470685/;Москва;rent;flat;18;33;2;48.5;83300;0;Царицыно;Кавказский бульвар;51к2;Кавказский бульвар
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312833740/;Москва;rent;flat;7;25;2;62.8;83000;0;; Саларьевская;14к2;Саларьево
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313757858/;Москва;rent;flat;6;16;2;50.1;83300;0;; Александры Монаховой;85к3;Потапово
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313732474/;Москва;rent;flat;5;15;1;34.9;83300;0;; Лобановский Лес;9;Ольховая
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313661565/;Москва;rent;flat;11;17;2;52.0;83300;0;; Александры Монаховой;85к3;Потапово
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313419639/;Москва;rent;flat;12;14;1;37.9;83300;0;Останкинский;Олонецкая ;6;Отрадное
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312163704/;Москва;rent;flat;7;17;2;51.1;84480;0;Свиблово;проезд Русанова;7;Свиблово
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313821788/;Москва;rent;flat;27;33;1;34.1;84800;0;Нижегородский;Новохохловская ;15к3;Калитники
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313440516/;Москва;rent;flat;24;25;2;69.0;84900;0;; Саларьевская;14к2;Саларьево
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/314029907/;Москва;rent;flat;4;4;2;50.0;85000;0;Сокольники;2-я Рыбинская ;13;Сокольники
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/313762264/;Москва;rent;flat;33;33;2;47.0;85000;0;Западное Дегунино; Летчика Осканова;6;Верхние Лихоборы
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/314055396/;Москва;rent;flat;14;25;2;52.0;85000;0;Текстильщики;1-й Грайвороновский проезд;13к1;Новохохловская
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/314053976/;Москва;rent;flat;14;25;2;55.0;85000;0;Текстильщики;1-й Грайвороновский проезд;13к1;Новохохловская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313085160/;Москва;rent;flat;31;32;1;42.0;85000;0;Головинский;Кронштадтский бульвар;9к6;Водный стадион
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311301683/;Москва;rent;flat;24;33;1;32.2;85900;0;Нижегородский;Перовское шоссе;2к2;Нижегородская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313201451/;Москва;rent;flat;14;22;1;36.7;85800;0;Останкинский;Олонецкая ;6;Отрадное
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/313862762/;Москва;rent;flat;5;10;1;34.3;85000;0;Марьина роща;Шереметьевская ;26;Марьина Роща
PRO ОБМЕН;real_estate_agent;https://www.cian.ru/rent/flat/313348943/;Москва;rent;flat;20;20;1;45.0;85000;0;Обручевский; Академика Волгина;8Ак1;Университет Дружбы Народов
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312236290/;Москва;rent;flat;28;33;1;43.6;85000;0;Рязанский; Михайлова;30Ак6;Окская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313420743/;Москва;rent;flat;22;33;1;32.3;85000;0;Очаково-Матвеевское;Очаковское шоссе;5к3;Аминьевская
ID 258928;unknown;https://www.cian.ru/rent/flat/313692437/;Москва;rent;flat;22;26;1;21.5;85000;0;Нагатино-Садовники;Нагатинская набережная;10А;Нагатинская
Эксклюзив Хоум;real_estate_agent;https://www.cian.ru/rent/flat/313071841/;Москва;rent;flat;2;21;1;34.0;85000;0;Щукино; Берзарина;30А;Октябрьское поле
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/310863318/;Москва;rent;flat;13;17;2;66.3;86300;0;Фили-Давыдково;Кастанаевская ;51К3;Пионерская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313077738/;Москва;rent;flat;10;11;2;37.2;86900;0;Останкинский;Сельскохозяйственная ;35;Ботанический сад
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312780348/;Москва;rent;flat;11;33;1;40.0;87000;0;Очаково-Матвеевское; Малая Очаковская;4Ак1;Озёрная
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312996589/;Москва;rent;flat;10;14;3;74.5;87000;0;Новокосино;Суздальская ;20К6;Новокосино
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/314059578/;Москва;rent;flat;8;33;2;52.0;88400;0;Царицыно;Кавказский бульвар;51к2;Кавказский бульвар
EMPIRE;real_estate_agent;https://www.cian.ru/rent/flat/313329992/;Москва;rent;flat;11;12;2;45.0;88000;0;Таганский; Земляной Вал;41С1;Чкаловская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313545896/;Москва;rent;flat;25;33;2;48.0;88400;0;Гольяново;Амурская ;2к2;Локомотив
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311051006/;Москва;rent;flat;10;17;2;50.9;88400;0;Чертаново Северное;Варшавское шоссе;114К4;Чертановская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313171224/;Москва;rent;flat;26;33;1;32.3;88400;0;Очаково-Матвеевское;Очаковское шоссе;5к3;Аминьевская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/314033377/;Москва;rent;flat;21;33;1;34.0;89000;0;Очаково-Матвеевское;Большая Очаковская ;2К2;Аминьевская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312430674/;Москва;rent;flat;17;18;2;47.1;89400;0;;проспект Прокшинский;9;Прокшино
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313829425/;Москва;rent;flat;3;17;2;58.3;89400;0;Коньково; Академика Капицы;20;Коньково
СТОЛИЦА Департамент недвижимости;real_estate_agent;https://www.cian.ru/rent/flat/312673761/;Москва;rent;flat;8;8;1;45.0;90000;0;Хамовники;Комсомольский проспект;5/2;Парк Культуры
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313457292/;Москва;rent;flat;18;26;2;47.9;90400;0;Нижегородский;Перовское шоссе;2к1;Нижегородская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313376739/;Москва;rent;flat;12;17;2;48.1;89500;0;Метрогородок;Открытое шоссе;18Ак7;Бульвар Рокоссовского
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/314055405/;Москва;rent;flat;5;8;2;47.0;90000;0;Покровское-Стрешнево;Волоколамское шоссе;71к4;Спартак
YU HOME;real_estate_agent;https://www.cian.ru/rent/flat/309940766/;Москва;rent;flat;28;33;2;40.0;90000;0;Очаково-Матвеевское; Малая Очаковская;4Ак1;Озёрная
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313203888/;Москва;rent;flat;2;25;1;37.0;90000;0;Щукино; Берзарина;30Б;Бульвар Генерала Карбышева
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313085163/;Москва;rent;flat;21;32;1;42.0;90000;0;Головинский;Кронштадтский бульвар;9к6;Водный стадион
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311784386/;Москва;rent;flat;10;33;1;40.0;90000;0;Очаково-Матвеевское;Очаковское шоссе;5к4;Аминьевская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/311707057/;Москва;rent;flat;6;27;1;39.6;90000;0;Лефортово; Крузенштерна;10к1;Авиамоторная
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/312771235/;Москва;rent;flat;24;25;2;41.3;90000;0;; Саларьевская;8к3;Саларьево
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313735436/;Москва;rent;flat;31;33;1;39.0;89800;0;Кунцево; Академика Павлова;56к1;Крылатское
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/313867911/;Москва;rent;flat;8;9;2;50.0;90000;0;Хамовники; Усачева;21;Спортивная
Суламит-НГС;real_estate_agent;https://www.cian.ru/rent/flat/313943828/;Москва;rent;flat;22;27;2;55.4;90000;0;Очаково-Матвеевское;Аминьевское шоссе;4Дк2;Аминьевская
